1309,97 Minutes,31783000564421,NR,97 Minutes,97 Minutes
1310,Blackberry,31783000564439,R,Blackberry,Blackberry
1311,Robots,31783000564447,R,Robots,Robots
1312,"""Asteroid City""",31783000564454,PG13,"""Asteroid City""","""Asteroid City"""
1313,The Wrath of Becky,31783000564462,R,"Wrath of Becky, The","Wrath of Becky, The"
1314,Emily  ,31783000565519,R,Emily  ,Emily  
1315,About My Father,31783000565527,PG13,About My Father,About My Father
1316,The Little Mermaid,31783000565691,PG,"Little Mermaid, The","Little Mermaid, The"
1317,Elemental,31783000565683,PG,Elemental,Elemental
1318,Flash,31783000566285,PG13,Flash,Flash
1319,Mission Impossible: Dead Reckoning Part One,31783000566277,PG13,Mission Impossible: Dead Reckoning Part One,Mission Impossible: Dead Reckoning Part One
1320,Barbie,31783000566608,PG13,Barbie,Barbie
1321,The Lesson,31783000566855,R,"Lesson, The","Lesson, The"
1322,And So It Goes,31783000567796,PG13,And So It Goes,And So It Goes
1323,The Blind Side,31783000567804,PG13,"Blind Side, The","Blind Side, The"
1324,Barn Red,31783000567812,NR,Barn Red,Barn Red
1325,Million Dollar Arm,31783000567895,PG,Million Dollar Arm,Million Dollar Arm
1326,Secretariat,31783000567903,PG,Secretariat,Secretariat
1327,Little Women,31783000567911,PG,Little Women,Little Women
1328,Hope Springs,31783000567937,PG13,Hope Springs,Hope Springs
1329,When the Game Stands Tall,31783000567945,PG,When the Game Stands Tall,When the Game Stands Tall
1330,The Bells of St. Mary's,31783000568125,NR,"Bells of St. Mary's, The","Bells of St. Mary's, The"
1331,Paint Your Wagon,31783000568133,PG13,Paint Your Wagon,Paint Your Wagon
1332,Big Miracle,31783000568141,PG,Big Miracle,Big Miracle
1333,The Carol Burnett Show (Show Stoppers),31783000568174,PG,"Carol Burnett Show (Show Stoppers), The","Carol Burnett Show (Show Stoppers), The"
1334,Follow the River,31783000568182,PG,Follow the River,Follow the River
1335,Why We Fight,31783000568190,PG13,Why We Fight,Why We Fight
1336,Wish,31783000569024,PG,Wish,Wish
1337,Aquaman,31783000569032,PG13,Aquaman,Aquaman
1338,The Holdovers,31783000569040,R,"Holdovers, The","Holdovers, The"
1339,Lancaster,31783000569701,NR,Lancaster,Lancaster
1340,Monster High: Season One (3 disks),31783000569719,NR,Monster High: Season One (3 disks),Monster High: Season One (3 disks)
1341,Don Knotts Comedy Collection (3 disks),31783000569727,NR,Don Knotts Comedy Collection (3 disks),Don Knotts Comedy Collection (3 disks)
1342,Land of Bad,31783000571228,R,Land of Bad,Land of Bad
1343,The American Society of Magical Negroes,31783000571194,PG13,"American Society of Magical Negroes, The","American Society of Magical Negroes, The"
1344,Destroy all Neighbors,31783000571236,NR,Destroy all Neighbors,Destroy all Neighbors
1345,Mean Girls,31783000571202,PG13,Mean Girls,Mean Girls
1346,Beekeeper,31783000571210,R,Beekeeper,Beekeeper
1347,Johnny Puff secret mission,31783000576193,NR,Johnny Puff secret mission,Johnny Puff secret mission
1348,The Undoing,31783000578009,NR,"Undoing, The","Undoing, The"
1349,Dangerous,31783000578017,R,Dangerous,Dangerous
1350,Madeline's Halloween & Other Spooky Tales,31783000578025,G,Madeline's Halloween & Other Spooky Tales,Madeline's Halloween & Other Spooky Tales
1351,Imaginary,31783000578595,PG13,Imaginary,Imaginary
1352,"Ted Lasso, Season One (2 disks)",31783000579098,NR,"Ted Lasso, Season One (2 disks)","Ted Lasso, Season One (2 disks)"
1353,"Ted Lasso, Season Two (2 disks)",31783000579106,NR,"Ted Lasso, Season Two (2 disks)","Ted Lasso, Season Two (2 disks)"
1354,"Ted Lasso, Season Three (3 disks)",31783000579114,NR,"Ted Lasso, Season Three (3 disks)","Ted Lasso, Season Three (3 disks)"
1355,Godzilla Minus One,31783000579627,PG13,Godzilla Minus One,Godzilla Minus One
1356,Deadpool & Wolverine,31783000579635,R,Deadpool & Wolverine,Deadpool & Wolverine
1357,The Color Purple,31783000579643,PG13,"Color Purple, The","Color Purple, The"
1358,Beetlejuice Beetlejuice,31783000579650,PG13,Beetlejuice Beetlejuice,Beetlejuice Beetlejuice
1359,God's Country,31783000555932,R,God's Country,God's Country
1360,Afraid,31783000580732,PG13,Afraid,Afraid
1361,You Gotta Believe,31783000580740,PG,You Gotta Believe,You Gotta Believe
1362,It Ends With Us,31783000580757,PG13,It Ends With Us,It Ends With Us
1363,The Boy in the Woods,31783000580765,,"Boy in the Woods, The","Boy in the Woods, The"
1364,The Forge,31783000580773,PG,"Forge, The","Forge, The"
1365,Trolls Band Together,31783000581052,PG,Trolls Band Together,Trolls Band Together
1366,The Wild Robot,31783000581060,PG,"Wild Robot, The","Wild Robot, The"
1367,The Private Eye,31783000581516,R,"Private Eye, The","Private Eye, The"
1368,Never Let Go,31783000581524,R,Never Let Go,Never Let Go
1369,Conclave,31783000581532,PG,Conclave,Conclave
1370,White Bird: A Wonder Story,31783000581664,PG13,White Bird: A Wonder Story,White Bird: A Wonder Story
1371,The Critic,31783000581672,R,"Critic, The","Critic, The"
1372,The Dead Don't Hurt,31783000581680,R,"Dead Don't Hurt, The","Dead Don't Hurt, The"
1373,The Thicket,31783000581912,R,"Thicket, The","Thicket, The"
1374,Strange Darling,31783000581904,R,Strange Darling,Strange Darling
1375,The Marlow Murder Club,31783000581896,NR,"Marlow Murder Club, The","Marlow Murder Club, The"
1376,Wicked,31783000582779,PG,Wicked,Wicked
1377,Here,31783000583009,PG13,Here,Here
1378,Monster Summer,31783000583017,PG13,Monster Summer,Monster Summer
1379,Harold and the Purple Crayon,31783000583025,PG,Harold and the Purple Crayon,Harold and the Purple Crayon
1381,Transformers One,31783000583215,PG,Transformers One,Transformers One
1382,Absolution,31783000583413,R,Absolution,Absolution
1383,Venom: The Last Dance,31783000583421,PG13,Venom: The Last Dance,Venom: The Last Dance
1384,Smile 2,31783000583918,R,Smile 2,Smile 2
1385,The Gutter,31783000583926,NR,"Gutter, The","Gutter, The"
1386,Moana 2,31783000585541,PG,Moana 2,Moana 2
1387,The Substance,31783000585947,R,"Substance, The","Substance, The"
1388,Red One,31783000585954,PG13,Red One,Red One
1389,Panda Plan,31783000585962,NR,Panda Plan,Panda Plan
1390,Wonka,31783000586218,PG,Wonka,Wonka
1391,Mufasa: The Lion King,31783000586226,PG,Mufasa: The Lion King,Mufasa: The Lion King
1392,Gunner,31783000544860,NR,Gunner,Gunner
1393,Gladiator,31783000586341,R,Gladiator,Gladiator
1394,"Oh, Canada",31783000586531,NR,"Oh, Canada","Oh, Canada"
1395,The Order,31783000586549,R,"Order, The","Order, The"
1396,Across the River and Into the Trees,31783000587117,TV14,Across the River and Into the Trees,Across the River and Into the Trees
1397,Every Little Thing,31783000587125,,Every Little Thing,Every Little Thing
1398,Paddington in Peru,31783000587653,PG,Paddington in Peru,Paddington in Peru
1399,The Unbreakable Boy,31783000587646,PG,"Unbreakable Boy, The","Unbreakable Boy, The"
1400,Sonic 3,31783000587893,PG,Sonic 3,Sonic 3
1401,Green and Gold,31783000587901,NR,Green and Gold,Green and Gold
1402,Captain America: Brave New World,31783000588966,PG13,Captain America: Brave New World,Captain America: Brave New World
1403,Last Breath,31783000588974,PG13,Last Breath,Last Breath
1404,Batman Ninja vs. Yakuza League,31783000590293,PG13,Batman Ninja vs. Yakuza League,Batman Ninja vs. Yakuza League
1405,Cleaner,31783000590301,R,Cleaner,Cleaner
1406,Miss Austen,31783000591002,NR,Miss Austen,Miss Austen
1407,One of Them Days,31783000591010,R,One of Them Days,One of Them Days
1408,The Comeback Trail,31783000591044,R,"Comeback Trail, The","Comeback Trail, The"
1409,Early Man,31783000591051,PG,Early Man,Early Man
1410,The Friend,31783000591028,R,"Friend, The","Friend, The"
1411,Gunslingers ,31783000592075,R,Gunslingers ,Gunslingers
1412,Rust ,31783000592604,NR,Rust ,Rust
1413,Sneaks,31783000592612,PG,Sneaks,Sneaks
1414,Wolf Man,31783000592984,R,Wolf Man,Wolf Man
1415,Sinners,31783000592992,R,Sinners,Sinners
1416,Mickey 17,31783000593487,R,Mickey 17,Mickey 17
1417,Until Dawn,31783000593495,R,Until Dawn,Until Dawn
1418,Flight Risk,31783000594162,R,Flight Risk,Flight Risk
1419,Drop,31783000594170,PG13,Drop,Drop
1420,Piece by Piece (9/17),31783000595060,PG,Piece by Piece (9/17),Piece by Piece
1421,Greyhound (9/17),31783000595078,PG13,Greyhound (9/17),Greyhound
1422,The Last Anniversary (2 disks) (9/22),31783000595367,NR,"Last Anniversary (2 disks) (9/22), The","Last Anniversary (2 disks), The"
1423,Jurassic World: Rebirth (9/22),31783000595375,PG13,Jurassic World: Rebirth (9/22),Jurassic World: Rebirth
1424,Flow (9/29),31783000595730,NR,Flow (9/29),Flow
1425,Elio (9/29),31783000595748,PG,Elio (9/29),Elio
1426,Ash (10/13),31783000596373,R,Ash (10/13),Ash
1427,A Working Man (10/13),31783000596381,R,A Working Man (10/13),A Working Man
